place,태그
조선대학교 장미원,장밋빛으로 물든 캠퍼스 가볼만한곳 관광지 광주가볼만한곳 광주동구 장미 조선대학교 조선대학교장미원
영산강 자전거길,영산 5경을 만나는 라이딩 투어 관광지 광주 광주권 광주여행코스 라이딩투어 영산5경 영산강 영산강극락친수공원
전일빌딩245,"245개의 진실과 기억, 245번지의 공간과 사람 2024_여행가는달과함께하는_발도장여행지 관광지 남녀노소 문화공간"
왕동저수지,아침에 피어 오르는 물안개가 장관인 곳 경치여행 경치좋은곳 관광지 광주왕동저수지 광주저수지 수변산책 자연
시민의 숲 야영장,영산강변에 위치한 자연친화적 휴식공간 2024_여행가는달과함께하는_발도장여행지 가족과함께 광주시민의숲 광주시민의숲야영장
광주호,광주 북구와 담양군 고서면·가사문학면에 걸쳐 있는 인공호수 가족여행 가족체험여행 걷기여행 관광지 광주호 광주호수 데이트코스
테라피 스파 소베,자연에서 찾은 건강함과 진정한 아름다움 건강여행 관광지 국내힐링여행 부모님과함께 뷰티.스파 스파 연인과함께
운림동 미술관거리,여러 미술관이 모여있는 광주의 아트밸리 관광지 광주문화시설 광주미술관 남녀노소 데이트명소 무등산아트밸리
광주광역시 야외스케이트(썰매)장,남녀노소 누구나 즐길수 있는 겨울철 스포츠 야외스케이트(썰매)장 겨울스포츠 광주광역시시청 레포츠 스케이트장 썰매장 월간_사진_제보_이벤트
풍영정,당대의 명현들이 많이 내왕한 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
국립아시아문화전당,세계 수준의 아시아 동시대 복합문화예술공간 2024_여행가는달과함께하는_발도장여행지 21_22한국관광100선 23_24한국관광100선
광주 평촌마을,바람과 구름이 쉬어가고 반딧불이 날아다니는 생태환경마을 가족체험 공예체험 관광지 광주반디마을 농촌체험 농촌체험마을 농촌체험학습
송산유원지,황룡강 한 가운데 떠있는 섬 가족과함께 가족여행 관광지 광주드라이브 광주송산유원지 광주유원지
무등산 광주화강암,중생대 쥐라기 대보조산운동으로 형성된 광주 기반암 화강암 노두 관광지 국가지질공원 무등산 무등산권_국가지질공원 자연 자연관광지
지공너덜 (무등산권 국가지질공원),무등산의 대표적인 너덜 관광지 국가지질공원 등산 무등산 무등산권_국가지질공원 사진찍기
충효동 점토광물산지,"고려, 조선시대 도자기가 생산되던 곳 가마터 관광지 광물 국가지질공원 도요지 도자기 무등산 무등산권_국가지질공원"
광주 경찰충혼탑,여순사건과 한국전쟁 당시 순국한 경찰관을 위로하는 탑 관광지 광주경찰충혼탑 산책하기좋은곳 아이와함께 역사공부 역사를품은곳
수피아여자중고등학교,오랜 역사를 느낄 수 있는 곳 3·1운동 건축물 건축사 근대건축 근대건축물 문화시설 역사공부 역사를품은곳
광주폴리,본래의 기능을 잃고 장식적 역할을 하는 건축물 관광지 남녀노소 도시재생 복합문화공간 연인과함께 열린문화공간 예술거리
광주 송정동 떡갈비 골목,육즙 가득한 광주 대표 먹거리 가족과함께 골목시장 골목여행 관광지 떡갈비 떡갈비골목 맛집 맛집골목
양림동 펭귄마을공예거리,레트로 감성 넘치는 공예문화 체험 관광지 2024_여행가는달과함께하는_발도장여행지 가족과함께 관광지 레트로여행
상무시민공원,건강과 여유를 즐길 수 있는 시민공원 가족여행 걷기길 걷기여행 관광지 데이트코스 사계절 산책길 산책하기
신창동 선사유적지,초기 철기 시대의 생활상을 보여주는 주요 유적지 관광지 광주선사유적 광주역사여행 광주유적지 국립광주박물관 역사
지산재,경주 최씨의 시조 고운 최치원을 배향한 사우 관광지 광주광역시유형문화재 광주지산재 광주최치원사우 역사 역사공부
금남로,"항쟁의 거리, 민중의 거리, 민주의 거리 관공서 관광지 관청가 광주관광 광주광역시 광주민주항쟁 광주시"
최승효가옥,"독립운동가의 은신처, 다락방을 품고있는 일제강점기 한옥 관광지 광주최승효가옥 양림동역사문화마을 역사 역사공부 역사관광"
운천사마애여래좌상,고려시대 마애불 양식을 보여주는 거대 불상 고려시대마애불 관광지 광주불상 광주운천사마애여래좌상 마애불 마애여래좌상
화담사,향기롭고 온화한 꽃마을에 위치한 하동 정씨 5인의 사당 관광지 광주사당 광주화담사 배롱나무명소 사당 역사 역사공부 역사관광지
쌍암공원,"호수와 여유, 그리고 쉼이 있는 공간 가족과함께 걷기길 관광지 데이트코스 반려견동반 산책길 산책하기"
도림사(광주),광주 지역 한말 유학자의 활동과 그들을 기리는 사당 관광지 광주도림사 광주사당 역사 역사공부 역사관광지 역사를품은곳
부용정,광주 지역 향약이 처음 시행된 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
정엄정려비,모친을 극진히 섬긴 조선 후기 효자 정엄을 표창하는 석조비 관광지 광주정엄정려비 역사 역사공부 역사관광지 역사를품은곳 역사문화재
롯데아울렛 광주월드컵점,체육시설과 문화시설이 갖춰져 있는 복합 쇼핑공간 2024_여행가는달과함께하는_발도장여행지 쇼핑 월간_사진_제보_이벤트
이장우가옥,근대 한옥의 멋을 간직한 상류층의 가옥 고택 관광지 광주가옥 광주고택 광주광역시민속자료 광주이장우가옥
광주 충효동 왕버들 군,역사·문화적 가치가 높은 천연기념물 관광지 버들나무 연중무휴 자연속으로 자연여행 자연좋은곳 자연풍경
광주북구청소년수련관,청소년의 문화 의식 함양을 위해 노력하는 청소년수련관 교육프로그램 레포츠 문화공간 사회교육 열린문화공간 청소년 청소년수련관
전평제,자연을 느끼며 산책하기 좋은 곳 걷기길 걷기여행 관광지 데이트코스 사계절 연인과함께 자연 자연좋은곳
원각사(광주),"광주 중심에 있는 법향 가득한 도심사찰, 송광사 광주포교당 관광지 광주사찰 광주원각사 도시사찰 불교 불교문화 사찰 사찰여행"
무안요(광주),명장의 도자기를 만나다 광주동구 다기세트 도자기공예 도자기명장 무형문화재 분청사기 쇼핑
청풍쉼터,김삿갓이 쉬고 노닐던 곳이자 주변 볼거리 가득품은 명소 관광지 광주드라이브코스 광주청풍쉼터 광주호 김삿갓 김삿갓동산 드라이브코스
5·18 기념공원,5·18 민주화운동을 기리는 5·18 기념공원 2024_여행가는달과함께하는_발도장여행지 23_24한국관광100선 5·18
두남제,유교 건축의 규범과 품격이 잘 유지된 행주기씨 문중재실 관광지 광주광산문화재 역사 역사공부 역사관광지 역사를품은곳 역사문화
충장로,생동감과 박진감이 넘쳐 흐르는 광주 패션의 거리 가족과함께 관광지 남녀노소 데이트코스 산책하기좋은곳 전라권 충장로
무진고성지,무등산 북쪽의 통일신라시대~고려시대의 성터 고려성터 관광지 광주무진고성지 광주성터 무등산성터 무진고성 무진고성터
염주실내수영장,깨끗하게 수질 관리하는 수영장 가족과함께 광주서구 광주수영장 레포츠 수영장 시민체육시설 실내수영장
무등현대미술관,서양화가 정송규 화백의 작업실 겸 전시공간 가족과함께 광주무등미술관 광주미술관 교육체험 무등미술관 무등현대미술관
[무등산 옛길 1구간] 산수동원효사,
광주월드컵경기장,빛고을 광주를 표현하는 월드컵경기장 가볼만한곳 가족여행 경기장 광주서구 광주월드컵경기장 레포츠 전라권
국립광주과학관,빛과 과학과 예술에 특화된 국립광주과학관 2024_여행가는달과함께하는_발도장여행지 문화시설 박물관 아이와함께
송정공원,역사를 배울 수 있는 공원 가족과함께 관광지 박용철 시인 산책길 산책하기 산책하기좋은곳 송정공원
환벽당,선비의 풍류를 보여주는 공간이자 푸르름을 사방에 두른 정자 2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 광주 광주누각
신광사(광주),대한 불교조계종 송광사의 말사 관광지 광주사찰 광주신광사 광주조계종 대한불교조계종 불교 불교문화
인당국악사,다양한 전통악기를 만드는 인당국악사 가야금 거문고 광주쇼핑 민속악기 쇼핑 악기 악기상가 악기장인
[무등산 옛길 2구간] 원효사서석대,
필문 이선제부조묘,고려사 편찬에 참여한 필문 이선제를 배향한 사당 관광지 광주광역시민속문화재 역사 역사공부 역사관광지 역사를품은곳
광주 남구문화원,지역 문화 발전을 모색하는 광주 남구문화원 광주시 교육프로그램 문화공간 문화시설 문화예술 아이와함게 열린문화공간
광주 동구문화원,향토 문화 계발을 통해 세계화를 모색하는 광주 동구문화원 광주동구 광주동구문화원 문화 문화시설 복합문화공간 열린문화공간
광주공원 선정비군,광주지역의 선정비를 한곳에서 모아놓은 곳 공원 관광지 광주공원사적비군 광주사적비군 광주선정비군 군수선정비
무양서원,고려의 어의 최사전과 그의 후손을 모신 서원 관광지 광주고택 광주서원 광주어의 광주여행 교과서속여행 무양사
오웬기념각,오웬 선교사를 기념하기 위한 건물 2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 근대건축물
영산강문화관,영산강 승촌보 생태공원 내에 자리한 문명의 강이야기 관광지 광주승촌보 광주영산강문화관 문화콘텐츠 산업관광 산업관광지
운암서원(광주),조선 중기의 학자 송제민 등을 배향한 서원 관광지 광주서원 광주운암서원 역사 역사공부 역사관광지 역사를품은곳
유애서원,석탄 이신의 선생의 학덕과 충절을 기리는 서원 경장각 관광지 광주서원 광주유애서원 서원 석탄이신의 역사 역사공부
빛고을시민문화관,다양한 문화예술을 제공하는 숨겨진 보석 같은 복합문화 시설 5지네 공연 광주 광주시민문화관 광주아이랑함께 광주이색체험관 남구
남평문씨 쌍효문,지극한 효의 실천으로 감동과 본보기가 된 남평 문씨 형제의 쌍효문 관광지 광주쌍효문 광주정려문 광주효자문 쌍효문 역사 역사공부
고싸움놀이전수교육관,굳센 힘이 넘쳐흐르는 고싸움놀이의 전승을 위한 공간 고싸움놀이전수교육관 고싸움놀이전수회관 광주고싸움전수관 광주무형문화재
