place,태그
적천사(청도),두 그루의 은행나무가 반겨주는 전통사찰 경상권 관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴 자연속으로
오산항,푸른 바다와 신선한 해산물이 가득한 아름다운 어항 경치좋은곳 관광지 바다경치 바다내음 울진가볼만한곳 울진여행 휴식여행
소백명품서클,특별한 공간에서의 특별한 체험 가족과함께 경북 경북영주 관광두레 관광지 농장체험 대경_관광두레
영주소백팜,유일무이한 영주 농촌체험 관광상품을 개발하다 경북 경북영주 관광두레 관광지 농촌체험 대경_관광두레 먹거리 문화체험
임정사(경북),마음 수양을 위한 안식처 경상권 관광지 불교 불교문화 사찰 사찰여행 성주임정사 역사 연중무휴
왕피천케이블카,왕피천공원과 망양정을 잇는 하늘길 관광지 망양정 아이와함께 왕피천공원 울진 울진여행 친구와함께
안동한지,조상들의 전통적인 생활양식과 문화를 보존하는 곳 가족여행 경상권 공예 공예체험 공예품 관광지 안동한지체험 안동한지체험
이육사문학관,이육사의 민족정신과 문학정신을 배워보자 ! 교육여행 문화시설 아이와함께 안동여행 역사공부 역사관광지 역사문화재
우로지 자연생태공원,지친 일상으로 부터 치유 받는 시민들의 생태공원 가족과함께 관광지 산책하기 산책하기좋은곳 연인과함께 자연속으로
영양 두메송하마을,"솔잎향기, 쪽빛 여울이 흐르는 마을 가족체험 관광지 농촌체험 농촌체험마을 농촌체험학습 아이와함께 영양메봉산"
청하체리힐 체리농장,체리도 따고 신선한 디저트도 만들어 먹어보자! 가족과함께 관광지 남녀노소 산업관광 산업관광지 아이와함께 이색체험
훈령서원,조용하고 아름다운 청도의 유적지 훈령서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
곤륜산 활공장,활공장 위에서 바라보는 포항의 비경 ! 2024_여행가는달과함께하는_발도장여행지 SNS감성사진 가볼래터 감성사진
의성 왜가리생태마을,국내 왜가리와 백로 최대 서식지 관광지
경주 남산 미륵곡 석조여래좌상,보리사터에 남은 가장 잘 보존된 신라 석불 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
예끼마을,선비처럼 멋스럽고 느긋함이 느껴지는 마을 관광지 교육여행 산책하기좋은곳 아이와함께 안동가볼만한곳 안동여행
송정 자연휴양림,기반산 아래 자리한 아름다운 자연 휴양림 가족과함께 경상권 관광지 생태체험 숲체험 아이와함께 자연 자연속으로
충절사·상의재,단종의 충절지사 엄흥도를 기리는 사당(충절사)과 서원(상의재) 관광지 엄흥도 역사 역사공부 역사관광지 역사를품은곳 역사문화재
칠곡양떼목장,사람과 동물 모두의 행복을 추구하는 목장 관광지 아이와함께 이색체험 자연여행 자연좋은곳 자연체험 자연환경
청도 용암온천,천연 광천 온천수를 즐길 수 있는 청도의 대표 호텔 가족과함께 관광지 사우나 스파 온천 온천스파 온천여행 온천호텔
관사골작업실 협동조합,
엘오알오,문경의 삶과 이야기를 들려주는 지역 관광두레 선정 업체 경북_관광두레 관광두레 관광지 문화활동 연인과함께 청년두레 체험프로그램
카페 가은역(문경 구 가은역),레트로 느낌이 넘치는 간이역 카페 가볼래터 관광두레 관광지 여행구독 체험프로그램 카페 휴가추천여행지
통구미몽돌해변,자연몽돌이 가득한 해변 관광지 울릉도관광 울릉도레포츠 울릉도여행 울릉도해변 울릉도해수욕장
사자바위,전설이 전해지는 사자 형상의 바위 경상권 관광지 기암괴석 사자바위 울릉도관광 울릉도바위 울릉도여행
죽림사(포항),봉비산 자락에 위치하고 있는 도심 속 전통시장 경상권 관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴 자연속으로
예천 천향리 석송령,재산을 가지고 있어 세금을 내는 소나무 경상권 관광지 역사속으로 역사이야기 예천천향리석송령 자연 천연기념물
소백산단산 포도마을,포도향이 넘실거리는 친환경 마을 관광지 농촌 농촌마을 농촌여행 농촌체험 자연마을 자연속으로 자연좋은곳
연미사(안동),부처의 미소를 닮은 이천동 석불로 유명한 고려시대 사찰 경상권 관광지 미륵불 불교 불교문화 사찰 사찰여행 안동연미사
구미 선산향교,공자와 훌륭한 성현을 기리고 전통을 이어가는 조선시대 국립교육기관 가족여행 경상권 관광지 아이와함께 역사 역사관광지 역사속으로
보부상문화체험촌,옛 보부상들의 문화를 엿볼 수 있는 곳 관광지 보부상 아이와함께 역사관광 역사속 역사속으로 역사여행
예천삼강문화단지 생태공원,다양한 볼거리와 휴식공간을 제공하는 생태공원 가족과함께 관광지 산책길 산책로 산책하기 산책하기좋은곳 삼강문화단지
통구미마을,
산성계곡 생태공원,자연에서 즐기는 여행 관광지
왕피천계곡,우수한 식생과 빼어난 자연경관을 지닌 청정계곡 경상권 경치좋은곳 관광지 생태체험 생태탐방 왕피천 왕피천계곡
도동등대(행남등대),울릉도를 한눈에 바라다볼 수 있는 곳 감성사진 경치여행 경치좋은곳 관광지 도동등대 바다경치 사진찍기
금봉자연휴양림,때 묻지 않은 자연 속 휴식과 치유를 위한 공간 관광지 생태체험 자연 자연속으로 자연여행 자연좋은곳 자연체험
장안사(예천),비룡산에 있는 전통사찰 경상권 관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴 예천장안사
죽변 등대,울진에서 최초로 건립된 등대 경상북도기념물 관광지 드라마촬영지 등대 역사여행 역사탐방 울진여행
강문화전시관,예천의 삼강을 기반으로 하는 강문화와 역사를 알아보자 ! 가족과함께 강문화전시관 교육여행 남녀노소 문화시설 삼강문화단지
의성 경덕왕릉,삼한시대의 부족국가였던 조문국의 왕릉으로 추정되는 무덤 고분전시관 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
천부항,주민들의 휴식처로 사랑받는 항구 경북 관광지 울릉 울릉도가볼만한곳 울릉여행 울릉천부항 울릉항구
남양마을,기암괴석으로 둘러싸인 해안 주변의 경관이 아름다운 일몰 명소 경치여행 경치좋은곳 관광지 남양몽돌해변 사자바위 숙박 울릉도남양마을
울진아쿠아리움,동해 바다를 품은 감성 아쿠아리움 문화시설 생태체험 수족관 아이와함께 아쿠아리움 왕피천공원 울진가볼만한곳
경주능지탑지,신라시대 중생사터에 있는 석탑 경상권 경상북도기념물 관광지 능지탑 능지탑지 신라문무왕 신라시대석탑
진남교반,경북 제일경으로 손꼽히는 영강 위에 놓인 문경 2024_여행가는달과함께하는_발도장여행지 가족여행 가족휴양 경북권반려동물여행지
포항 흥해향교 대성전,
상달암,묘소를 수호하기 위한 분암 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
말문화체험관,말과 함께하는 다양한 체험 속으로! 가족과함께 관광지 남녀노소 승마체험 아이와함께 영천가볼만한곳 영천여행
한광사,대승불교법왕종의 총본산 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연좋은곳
경흥사(경산),상상의 산인 수미산을 본떠 만든 불상을 만날 수 있는 곳 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
영천향교,전국 최초로 청소년을 위한 충효 교실을 연 곳 경상권 관광지 보물 역사 역사공부 역사관광지 역사문화재 역사속
절골협곡 (청송 국가지질공원),아름다운 비경을 간직하고 있는 곳 가족여행 경상권 관광지 국가지질공원 여름가볼만한곳 자연 자연관광지
성주 경산리 성밖숲,산림청 선정 대한민국에서 가장 아름다운 왕버들숲 2024_여행가는달과함께하는_발도장여행지 가족과함께 걷기길 경상권
영천보성리암각화,선사시대에 그려진 암각화 경상권 경상북도유형문화재 관광지 역사 역사공부 역사관광지 역사를품은곳
경주 독락당,회재 이언적 선생의 사랑채 경상권 고택 관광지 독락당 보물 역사 역사공부 역사관광지 역사를품은곳
갈천동초가까치구멍집,조선시대 양통형 서민주택 경상권 경상북도민속문화재 고택 관광지 까치구멍집 역사 역사공부
경주 이견대,
영주 석교리 석조여래입상,세련된 특징을 보여주는 불상 경상권 관광지 보물 불상 역사 역사공부 역사관광지 역사를품은곳
이현세 만화거리,만화로 가득 찬 즐거운 공간 관광지
영덕조각공원,영덕 바다를 내려다보는 야외조각공원 걷기길 경북가볼만한곳 경상권 관광지 블루로드 연인과함께 연중무휴
중평솔밭,푸른 소나무가 울창한 숲을 이루고 있는 곳 관광지 산책하기좋은곳 자연 자연속으로 자연여행 자연좋은곳 자연풍경
영덕대게보존마을,11월부터 5월까지 대게 뿐 아니라 대게마을체험까지 경상권 관광지 낚시체험 선상체험 숙박 영덕대게 영덕대게마을 영덕여행
경주월드 어뮤즈먼트,"꿈, 사랑, 행복의 경주월드 2024_여행가는달과함께하는_발도장여행지 가족여행 경주여행 경주월드"
자비선사,"휴식이 있는 곳, 자비선사 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경"
자인향교,고려시대 때 지어진 교욱기관 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
금곡서원,오랜 역사를 느낄 수 있는 금곡서원 경상권 관광지 금곡서원 역사 역사공부 역사관광지 역사를품은곳
가오실공원,연못 속 작은 섬이 있는 아름다운 공원 관광지 산책길 산책하기 산책하기좋은곳 수변공원 연꽃 연못 자연여행
노봉서원,불사이군 충절을 지키다 순절한 죽림 권산해를 모신 서원 경상권 관광지 노봉서원 문화재 서원 역사 역사공부 역사관광지
후산정사,김사원의 위패를 배향하고 있는 사당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
신천서원,영남지방의 고아한 멋이 묻어 나는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
행계서원,김강이 학문을 연마하던 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
빙계계곡,삼복더위에도 시원한 바람이 나오며 얼음이 어는 계곡 가족과함께 가족여행 경북팔경 경상권 경치좋은곳 계곡 관광지 물놀이장
남강서원(청도),평온한 운치를 자아내는 청도 남강서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
이가리 닻 전망대,푸른 바다 위에서 인생샷을 남길 수 있는 포항 명소 2024_여행가는달과함께하는_발도장여행지 가족과함께 경치여행 경치좋은곳
금호서원,임진왜란 때 큰 공을 세운 이운룡 장군을 배향한 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
고천서원,영천지역의 의병들을 제향한 서원 경상권 경상북도기념물 고천서원 관광지 역사 역사공부 역사관광지
직천서원,조선 후기의 학자 수암 정사진을 기리는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
장천서원,임진왜란을 기록한 조선시대 문신 조정 선생의 추모 공간 경상권 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
호계서원,안동 선비문화를 상징하는 대표적인 서원 가족여행 경북 관광지 안동관광 안동서원 안동여행 역사 역사공부
장산서원,조선 후기 이전인을 기리는 서원 경상권 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
워낭소리공원,사람과 사랑을 울리는 워낭소리 가족과함께 공원 관광지 봉화 영화 워낭소리 힐링
원계서원,파리장서사건을 주도한 송준필 선생을 기리는 서원 관광지 역사 역사공부 역사관광 역사관광지 역사를품은곳 역사문화
경주 내물왕릉,신라의 첫 마립간 내물왕의 무덤 경상권 계림 관광지 내물왕릉 사적 신라17대왕 신라내물왕 신라시대유적지
칠곡보 오토캠핑장,탁 트인 전경과 시원한 강바람이 마음까지 힐링하는 캠핑장 가족과함께 레포츠 아이와함께 야외캠핑장 자연속으로 자연환경 칠곡가볼만한곳
인동향교,"조선시대의 아름다운 향교, 인동향교 가족여행 경상권 경상북도유형문화재 관광지 아이와함께 역사 역사공부"
영주호오토캠핑장,
의성 펫월드,전국 최대 규모 반려견 테마파크 가볼래터 경북권반려동물여행지 경상권반려동물여행지 관광지 반려동물
반곡지,한 폭의 그림 같은 멋진 풍광을 뽐내는 저수지 경북권반려동물여행지 경치여행 경치좋은곳 관광지 반려동물 반려동물동반여행지
경주화백컨벤션센터,품격 있고 세련된 전시컨벤션센터 경주가볼만한곳 경주여행 경주화백컨벤션센터 기획전시 남녀노소 문화시설
영천와인사업단,맑은 하늘이라는 뜻을 가진 씨엘 영천와인생산 사업단 가족여행 경상권 관광지 산업관광 산업관광지 아이와함께 영천와인
예천권씨종가별당·예천권씨종택,초간일기의 저자 권문해가 지은 조선시대 사대부 집 경상권 경상북도민속문화재 관광지 역사 역사공부 역사관광지 역사를품은곳
약계정,조선시대 누각 가족여행 경북 관광지 약계정 역사 역사공부 역사관광지 역사를품은곳
호미곶 등대,세계등대유산에 등재된 국내 최초의 근대 건축양식 등대 경상권 경상북도기념물 관광지 등대 바다내음 역사이야기 일출일몰명소
안동 삼산정,조선시대 문신 삼산 유정원이 학문을 연마하기 위해 지은 정자 가족여행 경북 관광지 안동 삼산정 역사 역사공부 역사관광지 역사를품은곳
경주 법흥왕릉,신라를 고대국가 체제로 완성시킨 23대 법흥왕의 무덤 경상권 관광지 사적 역사 역사공부 역사관광지 역사를품은곳 역사문화재
낙동강,영남의 젖줄이자 남한에서 가장 긴 강 관광지 구미관광 구미낙동강 구미여행 낙동강 낙동강변 자연 태백산맥
[울릉해담길 7코스] 태하령길,개척민들이 100여 년간 걸어 다니던 애환이 스며있는 유서 깊은 길 레포츠 울릉둘레길 월간_사진_제보_이벤트 트래킹
의성 금성산 고분군,삼한시대 부족국가였던 조문국의 유적 가족여행 경상권 관광지 기념물 역사 역사공부 역사관광지 역사를품은곳
영양 국제밤하늘보호공원,별빛이 밝은 밤 하늘 공원 가볼래터 관광지 국내은하수명소 별보기좋은곳 여행구독 은하수
청송 신기리 밀양박씨효부각,황기억의 부인인 밀양박씨의 효행을 기리고자 건립한 비각 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
청송 충혼탑,청송군 출신 호국영령을 추모하는 탑 가족과함께 관광지 교육여행 아이와함께 역사공부 역사를품은곳 역사속
일월산,해와 달을 가장 먼저 만나는 곳 경상북도 관광지 산 양양군 자연
농암종택,농암 이현보 선생의 종택 가족과함께 가족여행 경북 관광지 농암종택 아이와함께 역사 역사공부
"죽암 몽돌해안 (울릉도, 독도 국가지질공원)",거센 파도가 만들어낸 둥근 자갈 해변 경치좋은곳 관광지 국가지질공원 바다경치 울릉도_독도_국가지질공원
거일1리 어촌체험마을,아름다운 어촌마을 가족과함께 관광지 아이와함께 어촌마을 어촌체험 어촌체험마을 자연마을
경주 망덕사지,고즈넉한 신라시대의 옛 절터 경상권 관광지 사적 역사 역사공부 역사관광지 역사를품은곳 역사문화재
서벽고택,청송 중평선비마을 내에 위치한 조선시대 고택 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
평해향교,조선시대 성현을 모시고 지방 교육을 담당했던 향교 경상권 경상북도유형문화재 관광지 아이와함께 역사 역사공부 역사관광지
울릉도 유람선,울릉도의 해안 비경을 감상할 수 있는 해상관광 가족여행 경상권 경치좋은곳 관광지 도동항 바다경치 바다풍경 섬여행
봉화선유교,"미슐랭의 관광 가이드북, 그린가이드에 선정된 곳 35번국도 경북출렁다리 관광지 대한민국아름다운길 범바위전망대 봉화가볼만한곳"
경주 동방동 와요지,고려시대부터 조선시대까지 사용되던 도자기 가마터 경상권 경주동방동와요지 관광지 사적 역사 역사를품은곳 역사문화재
단촌역,운산역과 업동역 사이에 있는 단촌역 관광지 단촌역 역사체험 의성가볼만한곳
유학지 수변공원,날씨 좋은 날 걷기 좋은 수변공원 관광지 유학지 유학지수변공원
칠곡보 생태공원,노을과 아이와 함께 즐기는 나들이 관광지 낙동강 남녀노소 아이와함께 자연좋은곳 자연환경 칠곡가볼만한곳
울진 봉평리 신라비,신라사 연구에 절대적인 중요성을 지닌 비석 경상권 관광지 교과서속여행 문화재 아이와함께 역사 역사공부 역사관광지
왕피천 모래언덕 펜션,자연의 비경을 간직한 왕피천 하류에 있는 휴식공간 가족여행 걷기길 경상권 관광지 등산로 연인과함께 왕피천관광농원
한티 순교성지,신앙을 위해 목숨을 바친 순교자들의 얼이 서려있는 곳 가족여행 경상권 관광지 성지순례 순례길 역사 역사공부 역사관광지
평해사구습지 생태공원,아름답고 청정한 자연 속 힐링의 시간 관광지 생태공원 울진가볼만한곳 평해사구습지
울진 국립해양과학관,지구를 하나로 연결하는 바다의 모든 것 가볼래터 가족과함께 교육여행 국립해양과학관 문화시설 산불피해지역
죽변항,우리나라 최대의 대게잡이 항구 가족여행 경상권 경치좋은곳 관광지 동해항구 드라마촬영지 바다경치
구고서원,조선 후기 영주 지역 달성서씨 향촌 사회활동을 알 수 있는 서원 가족여행 경상권 관광지 구고서원 아이와함께 역사 역사공부 역사관광지
구미 채미정,야은 길재의 충절과 학문을 추모하기 위한 정자 경상권 구미가볼만한곳 역사 역사공부 역사관광지 역사여행
석적체육공원,칠곡군민들의 체육 활동 공간 가족과함께 관광지 석적체육공원 아이와함께
희양산,백두대간의 줄기에 우뚝 솟은 거대한 돌산 관광지 괴산희양산 괴산희양산암산 등산 산 자연 트레킹
궁터별무리마을,때 묻지 않은 산촌의 아름다움이 살아 있는 별무리 마을 가족과함께 경북산촌체험 경북청정지역 경상권 계곡물놀이 관광지 궁터별무리산촌체험마을
청도신화랑풍류마을,맑은 자연 속 화랑의 정신이 스며든 체험과 볼거리 가볼래터 관광지 문화관광해설사 아이와함께 여행구독 이색체험지 청도군
장계향문화체험교육원(음식디미방),글자 한 자에도 정성을 다해 써 내려간 어머니의 조리서 관광지 영양관광 요리체험 음식디미방 장계향선생 전통체험
거동사,보현산 남쪽에 자리한 천년 고찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
의성 탑산약수온천,유황냄새가 진한 온천 가족과함께 관광지 남녀노소 목욕탕 연인과함께 온천수 의성가볼만한곳
기청산식물원,좋은 식물과 사람이 모일 수 있는 숲과 같은 식물원 경상권 관광지 기념품판매 꽃여행 사계절 생태관광지 생태체험 수목원
벌영리 메타세콰이어길,경북 영덕의 피톤치드 가득한 숨은 명소 2024_여행가는달과함께하는_발도장여행지 경북권반려동물여행지 관광지
낙강물길공원,편안한 휴식과 힐링공간을 제공하는 낙강물길공원 2024_여행가는달과함께하는_발도장여행지 가족과함께 관광지 산책길
태하향목 관광모노레일,울릉도의 비경을 한 눈에 감상할 수 있는 관광 모노레일 가족여행 경상권 관광지 바다풍경 섬여행 아이와함께 여름여행 여름휴가
등기산스카이워크,바다 위를 걷는 듯한 느낌이 드는 다리 2024_여행가는달과함께하는_발도장여행지 가족과함께 경치여행 경치좋은곳
인문힐링센터여명,"여행과 명상, 유익하고 의미있는 여명 가족과함께 건강한힐링여행 관광지 국내힐링여행 기공체조 남녀노소"
봉강재,파평 윤씨의 시조인 태사공 윤신달의 사당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
청도 와인터널,청도 특산품인 반시(감)로 만든 와인 가족과함께 관광지 남녀노소 연인과함께 와인체험 와인터널 이색체험
경북전통음식체험관 모심정,전통발효음식을 기반으로 하는 체험교육관 가족여행 가족체험여행 경북전통음식체험관 경상권 관광지 나홀로여행
철길숲 & 불의정원,기찻길에서 재탄생한 힐링공간과 꺼지지 않는 불꽃이 있는 정원 가족과함께 공원 관광지 남녀노소 도시숲 산책길 산책로 산책하기좋은곳
포항크루즈,국내 최초 도심 속 운하에서 크루즈 여행을 하다 관광지 남녀노소 아이와함께 연인과함께 이색체험 커플데이트 크루즈
백암산(울진),정상의 바위가 흰 색인 울진의 명산 가족과함께 관광지 등산코스 울진관광 울진백암산 자연 자연관광지
안동 내앞마을,항일운동의 성지이자 경상북도민속문화재가 가득한 고택마을 경상북도독립운동기념관 관광지 교육여행 김동삼생가 내앞마을 백하구려
개목사(안동),마음의 눈을 뜨게 만드는 사찰 개목사 경상권 관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴
도동약수공원,울릉군의 관문인 도동항에서 근처 산기슭에 위치한 공원 관광지 남녀노소 산책하기 산책하기좋은곳 자연 자연속으로 자연여행
봉화 청암정,조선 중기의 문신 권벌이 세운 정자 관광지 문신권벌 봉화군 봉화명승지 석천계곡 역사 역사공부 역사관광지
영천한약재전시관,한약재 냄새만 맡아도 건강해지는 곳 경상권 관광지 산업관광 산업관광지 이색체험 전시관 전통산업 전통향토
운산서원,충신 백문보와 백현룡을 추모하는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
의성 탑리리 오층석탑,석탑 양식 연구의 귀중한 자료인 신라시대 석탑 경상권 관광지 국보 문화재 역사 역사공부 역사관광지 역사를품은곳
단구서원,조용한 선비 마을에 자리 잡은 서원 경상권 관광지 단구서원 역사 역사공부 역사관광지 역사를품은곳
관란서원,오랜 역사를 느낄 수 있는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
용강서원(청도),충숙공 박익과 임진왜란 14의사의 충절을 기리는 곳 관광지 역사 역사공부 역사관광지 역사를 품은곳 역사를품은곳 역사문화재
수성서원,조선시대 학자 김달한을 기리는 서원 관광지 서원 역사 역사공부 역사관광지 역사를품은곳 역사문화재
도암서원(고령),"임진왜란 당시의 의장, 김면 장군을 배향한 조선 후기 서원 경상권 경상북도기념물 고령관광 고령여행 고령유적지 관광지 김면장군유적"
고산서원(울진),조선시대 문신 세 명의 위패를 모셨던 서원 경상권 고산서원 관광지 역사 역사관광지 역사를품은곳 역사문화재
동산서당,근대기에 건축된 서원 관광지 동산서원 역사 역사공부 역사관광지 역사를품은곳 역사문화재
운계서원(영덕),영해박씨 가문의 향촌 사회활동을 보여주는 서원 관광지 신라충신박제상 역사 역사공부 역사관광지 역사를품은곳 역사문화재
승부역(봉화),대한민국 최고의 오지역 가족과함께 겨울기차여행 관광열차 관광지 기차여행 기차여행지 남녀노소
야호(夜好) 경주! 신라달빛기행(경주일원),경주의 역사와 문화를 느낄 수 있는 일일 체험프로그램 가족과함께 경주1박2일 경주가볼만한곳 경주야경 경주여행 경주여행지추천
청도향교,전통문화의 계승과 발전을 위해 노력하는 전통교육기관 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
안동 용계리 은행나무,우리나라에서 둘레가 가장 굵은 700살 노거수 경상권 관광지 단풍구경 식물 안동가볼만한곳 은행나무 임하호 천연기념물
포항 장기 유배문화 체험촌,선비 인생과 유배의 역사를 체험할 수 있는 공간 가족과함께 관광지 교육여행 아이와함께 역사공부 역사속 역사속으로
금강송 에코리움,울창한 산림과 청정 자연이 선사하는 진정한 휴식 공간 가볼래터 관광지 금강송 여행구독 우수웰니스관광지 자연관광지 자연속으로
경주 탈해왕릉,
안동 조탑리 오층전탑,화강암과 벽돌로 세워진 통일신라시대의 불탑 가족여행 경북 관광지 안동 조탑리 오층전탑 안동5층전탑 안동문화재
문경문학관,주변 경관이 아름다운 문경의 문학 작품 전시관 교육프로그램 문경문학관 문화시설 아이와함께
죽림사(청도),역사가 깊은 사찰 경상권 관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴 자연속으로
고령 지산리 당간지주,"통일신라의 미학, 지산리 당간지주 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속"
체화정,연꽃과 배롱나무가 아름다운 조선시대 정원 가족여행 관광지 안동가볼만한곳 역사 역사관광지 역사를품은곳 역사유적지
봉서사(안동),봉황이 알을 품었다는 전설이 있는 사찰 관광지 불교문화 사찰 사찰여행 역사 자연속으로 자연환경 전통사찰
안동 사신리 느티나무,마을을 지켜주는 700년 된 느티나무 경상권 관광지 사신리느티나무 식물 자연속으로 자연여행 자연좋은곳
가산수피아,사계절 내내 아름다운 가산수피아 2024_여행가는달과함께하는_발도장여행지 공룡테마파크 관광지 수목원
예천 목재문화체험장,물 맑고 공기 좋은 청정지역에 위치한 목재문화체험장 관광지 교육여행 목재문회체험장 아이와함께 예천가볼만한곳 예천여행
의성컬링센터,엘리트 컬링 전문 훈련장소 레포츠
의성 조문국박물관,의성의 역사와 문화를 체험하고 배울 수 있는 복합문화공간 가족과함께 문화시설 박물관 아이와함께 역사체험 의성조문국박물관
밤원마을,"자연 속에서 몸과 마음, 요동치는 심장까지 쉬어가는 여행 가족과함께 관광지 농촌마을 아이와함께 자연좋은곳 자연환경 휴식하기좋은곳"
유교랜드,한국 정신문화의 뿌리인 유교문화를 주제로 하는 체험 박물관 가족여행 경상권 관광지 실내관광지 실내여행지 아이와함께 안동가볼만한곳
천룡사(경주),경주에서 떠나는 사찰여행 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
우륵기념탑,가야금을 만든 악사 우륵을 기리기 위한 곳 경상권 관광지 나들이 아이와함께 역사 역사공부 역사를품은곳 역사문화재
금오랜드 놀이동산,많은 영유아동반 관광객이 찾고 있는 2023년 티니핑(캐릭터) 굿즈샵 및 대관람차가 신규 오픈한 놀이동산 관광지 금오랜드 놀이동산 아이와함께 연인과함께 휴식여행
명봉사(예천),소배산 안에 위치한 고즈넉한 전통사찰 가족여행 관광지 명봉사 불교 불교사찰 사찰&산사 아이와함께 역사
용화사(김천),고려시대 석불을 품은 조용한 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
"거북바위 및 향나무 자생지 (울릉도, 독도 국가지질공원)",거북이의 형상을 닮은 거북바위 관광지 국가지질공원 울릉도_독도_국가지질공원 자연 자연관광지 자연발생
권정생동화나라,권정생 선생의 문학과 삶이 담겨 있는 곳 가족과함께 관광지 권정생동화나라 남녀노소 동화나라 아이가_좋아하는_여행
예천 곤충연구소&곤충생태원,신비로운 곤충세계와의 만남 가족과함께 가족여행 곤충생태원 곤충연구소 곤충체험학습 관광지 꿀벌
대적사(청도),동학산 기슭에 자리한 고색창연한 신라시대 고찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
사랑바위,오누이의 슬픈 이야기가 전해지는 바위 경치여행 경치좋은곳 관광지 울진사랑바위 자연관광지 자연발생 자연속으로
고령예마을,넉넉한 인심과 가야산의 신록이 만나는 아름다운 마을 관광지 남녀노소 농촌마을 농촌여행 농촌체험 농촌체험마을 농촌체험여행
영덕 해안도로 드라이브,동해의 푸른 바다가 끝없이 펼쳐져 드라이브를 하며 감상할 수 있는 곳 경치좋은곳 관광지 남녀노소 드라이브 드라이브여행 드라이브코스 바다경치
"삼선암 (울릉도, 독도 국가지질공원)",울릉도의 아름다운 해양 절경을 자랑하는 곳 경치좋은곳 관광지 국가지질공원 울릉도_독도_국가지질공원 자연 자연관광지
남서일몰전망대,울릉도에서 즐기는 황홀한 일몰 가족과함께 경치좋은곳 관광지 바다경치 사진찍기좋은곳 연인과함께
예천 사부리소나무,뻗은 가지의 형태가 직각으로 특이한 소나무 경상권 경상북도기념물 관광지 예천사부리소나무 자연 자연속으로 자연여행
해파랑공원,동해안의 바다내음을 마시며 산책하기 좋은 공원 경치좋은곳 관광지 바다경치 바다내음 바다산책 산책로 산책하기
내수전일출전망대,일출과 어화가 이루는 장관 가족과함께 경치좋은곳 관광지 남녀노소 바다경치 산책하기좋은곳 연인과함께
"독립문바위 (울릉도, 독도 국가지질공원)",독립문의 형상을 가진 바위 경치좋은곳 관광지 국가지질공원 독립문바위 바다경치 바다내음 울릉도&독도
"버섯바위 (울릉도, 독도 국가지질공원)",상황버섯을 닮은 바위 경치좋은곳 관광지 울릉도&독도 자연 자연좋은곳 자연풍경 자연환경
"삼형제굴바위 (울릉도, 독도 국가지질공원)",세 방향으로 발달한 해식동굴이 한 점에서 만난 바위섬 경치좋은곳 관광지 국가지질공원 독도삼형제굴바위 독도지질명소 바다경치
추산 자연경관 탐방 둘레길,울릉도의 자연 생태 감상과 산림욕이 가능한 곳 가족과함께 경치좋은곳 남녀노소 레포츠 바다경치 산책길 산책하기
"알봉 (울릉도, 독도 국가지질공원)",새의 알처럼 생긴 산봉우리 경치좋은곳 관광지 사진찍기좋은곳 자연 자연풍경 자연환경 휴식하기좋은곳
